Rank,Player,POS,Team,AVG,Expert,Sleeper,ESPN,Yahoo,Underdog,CBS,FFPC
,Ty Chandler,RB201,NO,690.3,,,535,821,715,,
,C.J. Conrad,TE166,,691.0,,691,,,,,
,Tony Stevens,WR342,,693.0,,693,,,,,
,Kye Robichaux,RB202,,693.5,,642,,745,,,
,Jamal Robinson,WR343,,695.0,,695,,,,,
,Theo Riddick,RB203,,695.0,,789,,,601,,
,Raleigh Webb,WR344,,695.0,,,,,695,,
,Drake Dabney,TE167,GB,695.7,,570,1017,500,,,
,Travon McMillian,RB204,,696.0,,696,,,,,
,Noah Brown,WR345,,696.0,,1170,621,447,546,,
,Thomas Fidone II,TE168,NYG,696.5,,512,582,453,1239,,
,Nikola Kalinic,TE169,CHI,697.3,,837,542,470,940,,
,Traeshon Holden,WR346,,697.7,,842,,678,573,,
,Maurice Alexander,WR347,,697.7,,,850,597,646,,
,Cade York,K46,,698.3,,490,811,794,,,
,Mathieu Severance,RB205,,699.0,,699,,,,,
,Kameron Johnson,WR348,TB,700.0,,,492,908,,,
,De'Quan Hampton,WR349,,701.0,,701,,,,,
,Austin Jones,RB206,,701.5,,520,,,883,,
,Jason Sanders,K47,NYJ,701.5,,,698,705,,,
,Elijah Marks,WR350,,703.0,,703,,,,,
,Ross Dwelley,TE170,,704.7,,915,637,,562,,
,Taj Williams,WR352,,705.0,,705,,,,,
,Pete Guerriero,RB207,,705.0,,718,,,692,,
,Jake Bobo,WR353,SEA,705.0,,,554,896,665,,
,Mason Tipton,WR354,NO,705.3,,712,566,840,703,,
,Erik Ezukanma,WR355,,706.5,,1011,818,657,340,,
,Tyrell Shavers,WR356,BUF,706.8,,1385,571,444,427,,
,Kobe Lewis,RB208,,707.0,,707,,,,,
,Anthony Firkser,TE171,,707.0,,843,634,564,787,,
,Cam Camper,WR357,,707.5,,,,686,729,,
,Jordan Hudson,WR358,,707.5,,,,691,724,,
,Montrell Johnson,RB209,,707.5,,,,773,642,,
,Amari Cooper,WR359,,709.0,,,709,,,,
,Eric McAlister,WR360,,709.0,,,,,709,,
,Davis Allen,TE172,LAR,710.0,,1524,420,425,471,,
,Dee Eskridge,WR361,,711.3,,,784,913,437,,
,Jeff Driskel,QB91,,712.5,,649,640,962,599,,
,Chosen Anderson,WR362,,713.0,,,713,,,,
,Scott Orndoff,TE173,,714.0,,714,,,,,
,Sterling Shepard,WR363,,714.0,,747,711,391,1007,,
,Michael Gallup,WR364,,714.0,,,,,714,,
,Cortrelle Simpson,WR365,,715.0,,715,,,,,
,Caullin Lacy,WR366,,715.3,,613,,612,921,,
,Sage Surratt,TE174,,716.5,,363,,,1070,,
,Paul Richardson,WR367,,717.0,,,,,717,,
,Gerald Everett,TE175,,717.3,,823,671,,658,,
,Justin Tucker,K48,,718.0,,,718,,,,
,Max Duggan,QB92,,718.0,,,877,,559,,
,Kaden Smith,TE176,,718.5,,781,,,656,,
,Reggie Bonnafon,RB210,,719.0,,719,,,,,
,Rakim Jarrett,WR368,,719.5,,,888,,551,,
,Troymaine Pope,RB211,,720.0,,720,,,,,
,Peyton Hendershot,TE177,,720.0,,,835,,605,,
,River Cracraft,WR369,,720.3,,,627,717,817,,
,Geoff Swaim,TE178,,720.5,,,699,,742,,
,Jamaal Williams,RB212,,721.0,,,706,,736,,
,Samori Toure,WR370,,721.3,,566,829,596,894,,
,Josh Hill,TE179,,722.0,,722,,,,,
,Marcus Yarns,RB213,,722.0,,,,,722,,
,Dare Ogunbowale,RB214,LV,722.7,,,641,915,612,,
,Joshua Simon,TE180,WAS,723.0,,615,,483,1071,,
,Jawon Chisholm,RB215,,723.0,,723,,,,,
,Charles McClelland,RB216,,725.0,,725,,,,,
,Senorise Perry,RB217,,726.0,,726,,,,,
,Moliki Matavao,TE181,NO,726.3,,,585,510,1084,,
,Shea Patterson,QB93,,727.0,,727,,,,,
,Clyde Edwards-Helaire,RB218,,727.0,,,744,,710,,
,Armani Rogers,TE182,,727.0,,,,,727,,
,Austin Ekeler,RB219,,727.3,,,697,431,1417,,364
,Mac Dalena,WR372,,727.3,,682,,591,909,,
,John David Moore,RB220,,728.0,,728,,,,,
,Troy Hairston,RB221,,728.0,,,841,,615,,
,Jacoby Jones,WR373,WAS,728.3,,986,598,601,,,
,Jake Funk,RB222,,729.5,,648,,,811,,
,Adam Choice,RB223,,730.0,,730,,,,,
,Gabe Davis,WR374,,730.3,,690,759,406,1066,,
,Marcedes Lewis,TE183,,730.5,,1145,653,458,666,,
,Teagan Quitoriano,TE184,ARI,730.7,,,821,506,865,,
,Justin Hardy,WR375,,731.0,,731,,,,,
,Michael Wiley,RB224,,731.3,,659,941,758,567,,
,Anthony Gordon,QB95,,732.0,,732,,,,,
,Jordan Reed,TE185,,733.0,,733,,,,,
,Terrell Jennings,RB225,,733.7,,379,952,870,,,
,Brevin Jordan,TE186,HOU,734.5,,1381,522,527,508,,
,Damion Jeanpiere,WR377,,736.0,,736,,,,,
,Stephen Anderson,TE187,,736.5,,741,,,732,,
,Brandon Powell,WR378,,737.0,,,622,,852,,
,Will Ferrin,K49,,737.5,,618,,857,,,
,Jordan Mims,RB226,,737.5,,656,902,808,584,,
,Kelly Akharaiyi,WR379,,738.0,,585,,,891,,
,Francis Owusu,WR380,,738.0,,738,,,,,
,DeAndre Carter,WR381,,738.0,,,632,938,644,,
,Montorie Foster,WR382,SEA,738.5,,1332,616,634,372,,
,Brandin Cooks,WR383,,738.7,,,719,445,1052,,
,Sean McKeon,TE188,IND,738.8,,925,771,512,747,,
,Devin Lucien,WR384,,739.0,,739,,,,,
,Lawrence Keys,WR385,,739.0,,,,643,835,,
,Demetric Felton,RB227,,739.0,,,,,739,,
,Dallin Holker,TE189,,740.0,,,939,,541,,
,Davis Koppenhaver,TE190,,742.0,,742,,,,,
,Mason Pline,TE191,,742.7,,998,,523,707,,
,Jaren Kanak,TE192,TEN,743.3,,800,608,496,1069,,
,Tanner Hudson,TE193,CIN,744.3,,,737,397,1099,,
,Quartney Davis,WR386,,745.0,,745,,,,,
,Tarik Cohen,RB228,,745.0,,,,,745,,
,Marcus Tucker,WR387,,746.0,,746,,,,,
,Tru Edwards,WR388,,746.5,,,,651,842,,
,Princeton Fant,TE194,DAL,747.3,,644,555,507,1283,,
,Kevin Austin,WR389,NO,747.3,,,960,394,888,,
,Deion Hankins,RB229,,748.0,,,,748,,,
,Albert Okwuegbunam,TE195,,748.7,,,758,455,1033,,
,Michael Trigg,TE196,DAL,750.0,,342,1022,481,1155,,
,Tyler Lockett,WR390,,750.3,,,707,438,1106,,
,Colton Dowell,WR391,,751.5,,402,880,602,1122,,
,Manny Wilkins,QB96,,752.0,,752,,,,,
,Messiah Swinson,TE197,CLE,752.3,,472,,461,1324,,
,Clayton Tune,QB97,,752.7,,,876,1015,367,,
,Snoop Conner,RB230,,753.0,,522,,,984,,
,T.J. Vasher,WR392,,753.0,,753,,,,,
,Jordan Ellis,RB231,,755.0,,755,,,,,
,Jerick McKinnon,RB232,,756.0,,,,,756,,
,Jalin Moore,RB233,,757.0,,757,,,,,
,Isaiah McKenzie,WR393,,757.0,,,,,757,,
,Jaelon Darden,WR394,,757.3,,907,789,,576,,
,Quez Watkins,WR395,,757.7,,,760,611,902,,
,Charlie Woerner,TE198,ATL,758.0,,1264,477,817,474,,
,Aleva Hifo,WR396,,759.0,,759,,,,,
,Anthony McFarland,RB234,,759.0,,,,,759,,
,Stephen Gosnell,WR397,BUF,760.0,,938,,582,,,
,Preston Williams,WR398,,763.0,,763,,,,,
,Quali Conley,RB235,,764.0,,283,,,1245,,
,Michael Dyer,RB236,,764.0,,764,,,,,
,Carlos Washington,RB237,,764.3,,395,962,789,911,,
,Diontae Spencer,WR399,,765.0,,765,,,,,
,D'Ernest Johnson,RB238,,765.5,,641,734,947,740,,
,Josiah Deguara,TE199,,765.8,,828,756,797,682,,
,Garrett Walston,TE200,,766.0,,766,,,,,
,Brandon Allen,QB98,,766.3,,,639,993,667,,
,Michael Woods,WR400,DEN,766.8,,785,823,718,741,,
,Matt Landers,WR401,,767.0,,949,,,585,,
,Tyree Jackson,TE201,,767.0,,1066,731,480,791,,
,Dalton Crossan,RB239,,768.0,,768,,,,,
,Payton Thorne,QB99,,768.0,,,,,768,,
,Peter Pujals,QB100,,769.0,,769,,,,,
,Jalen Wydermyer,TE202,,769.5,,573,,,966,,
,Daniel George,WR402,,770.0,,770,,,,,
,Jake Herslow,WR403,,771.0,,771,,,,,
,Jamal Haynes,RB240,,771.0,,,,771,,,
,Seydou Traore,TE203,MIA,771.5,,1647,435,526,478,,
,Nathaniel Peat,RB241,,772.0,,551,,,993,,
,Eric Tomlinson,TE204,,772.0,,761,633,,922,,
,Michael Warren,RB242,DET,772.0,,772,,,,,
,Luke Altmyer,QB101,DET,772.0,,,,988,556,,
,Joseph Ngata,WR404,,772.7,,589,885,,844,,
,Trishton Jackson,WR405,,773.0,,484,772,,1063,,
,Kenny Golladay,WR406,,773.0,,,,,773,,
,Javess Blue,WR407,,774.0,,774,,,,,
,Juwann Winfree,WR408,,774.0,,,,574,974,,
,Adam Trautman,TE205,DEN,774.3,,1899,389,414,395,,
,Kenyan Drake,RB243,,774.5,,865,,,684,,
,Antwan Goodley,WR409,,775.0,,775,,,,,
,Dontae Fleming,WR410,,776.0,,811,,613,904,,
,KhaDarel Hodge,WR411,SF,776.0,,,643,905,780,,
,John Diarse,WR412,,777.0,,777,,,,,
,Dontay Demus,WR413,,777.5,,1117,,,438,,
,Zander Horvath,RB244,,778.0,,,,,778,,
,Devin Smith,WR414,,779.0,,779,,,,,
,Jordan Travis,QB102,,781.0,,,931,,631,,
,Mitchell Wilcox,TE206,,781.5,,,799,,764,,
,Dylan Cantrell,TE207,,782.0,,782,,,,,
,Alexander Mattison,RB245,,782.0,,786,681,443,1218,,
,Rocky Lombardi,QB103,,782.0,,,,,782,,
,Drew Stevens,K50,WAS,782.3,,1135,349,863,,,
,Robert Henry Jr.,RB246,WAS,782.8,,808,,782,1196,,345
,Jalen Reagor,WR415,,783.0,,617,746,722,1047,,
,Redford Jones,K51,,783.0,,783,,,,,
,Dede Westbrook,WR416,,783.0,,,,,783,,
,Luke Benson,TE208,,784.0,,784,,,,,
,Jalen Cropper,WR417,NO,784.0,,,964,604,,,
,Terrell Bynum,WR418,,784.3,,899,907,,547,,
,Eric Gray,RB247,,785.0,,,864,838,653,,
,Thomas Odukoya,TE209,KC,785.0,,,949,,621,,
,Tyler Johnson,WR419,,785.3,,817,753,427,1144,,
,Julian Hicks,WR420,SEA,785.5,,892,,679,,,
,Stone Smartt,TE210,NO,785.7,,,849,711,797,,
,Tyler Conklin,TE211,DET,786.0,,1779,454,416,495,,
,Zaire Mitchell-Paden,TE212,HOU,786.0,,,1008,484,866,,
,Ellis Merriweather,RB248,,786.7,,479,903,,978,,
,Greg Ward,WR421,,788.0,,676,,,900,,
,Anthony Miller,WR422,,789.0,,277,969,,1121,,
,Cole Payton,QB105,PHI,789.5,,,614,965,,,
,Eric Wallace,TE213,,790.0,,790,,,,,
,Carter Runyon,TE214,LV,790.0,,905,593,872,,,
,Michael Burton,RB249,CLE,790.8,,498,444,816,1405,,
,Jeff Heuerman,TE215,,791.0,,791,,,,,
,Devontae Jackson,RB250,,792.0,,792,,,,,
,Bryson Nesbit,TE216,MIN,792.3,,1380,,473,524,,
,D.J. Montgomery,WR423,IND,793.5,,1268,528,629,749,,
,Anthony Gould,WR424,IND,794.0,,,918,936,528,,
,Phillip Lindsay,RB251,,794.0,,,,,794,,
,Matt Barkley,QB106,,795.5,,652,,,939,,
,Isaac Rex,TE217,,795.5,,748,,,843,,
,Taylor Bertolet,K52,,796.0,,796,,,,,
,Ben Sauls,K53,,796.7,,516,1015,859,,,
,Brock Wright,TE218,DET,796.8,,2031,425,382,349,,
,D'Vonte Price,RB252,,797.0,,797,,,,,
,Karel Hamilton,WR425,,798.0,,798,,,,,
,Joe Milton,QB107,DAL,798.7,,,930,1019,447,,
,Casey Washington,WR426,CAR,798.8,,671,920,719,885,,
,Zack Annexstad,QB108,,799.5,,737,,,862,,
,Will Levis,QB109,,800.7,,,854,939,609,,
,Duke Williams,WR427,,801.0,,,,,801,,
,Trenton Irwin,WR428,,802.0,,694,742,799,973,,
,Michael Bandy,WR429,DEN,802.7,,,803,700,905,,
,Dylan Drummond,WR430,ATL,802.8,,347,910,871,1083,,
,Kerryon Johnson,RB253,,803.0,,803,,,,,
,MyCole Pruitt,TE219,,803.3,,378,642,,1390,,
,Zach Pascal,WR431,,803.3,,959,623,,828,,
,Ray-Ray McCloud,WR432,,803.7,,,504,563,1344,,
,Cyrus Holder,WR433,,804.0,,804,,,,,
,Patrick Herbert,TE220,LAC,805.0,,517,,502,1396,,
,DeAngelo Hardy,WR434,,805.0,,1042,,,568,,
,Joe Reed,WR435,,805.0,,,,,805,,
,Corey Taylor,RB254,,806.0,,806,,,,,
,Josh Johnson,RB255,,806.0,,,806,,,,
,Ethan Sanchez,K54,,807.0,,756,,858,,,
,Tyler Snead,WR436,,807.0,,807,,,,,
,Russell Gage,WR437,,807.0,,1173,630,,618,,
,Chris Conley,WR438,,807.0,,,708,,906,,
,Dante Miller,RB256,,807.3,,706,936,780,,,
,Zay Jones,WR439,,809.0,,1283,693,552,708,,
,Corey Acosta,K55,,810.0,,810,,,,,
,Ihmir Smith-Marsette,WR440,ARI,810.3,,461,791,801,1188,,
,K.J. Osborn,WR441,TEN,810.3,,555,762,710,1214,,
,Stephen Carlson,TE221,CHI,811.3,,,735,519,1180,,
,Jarius Wright,WR442,,812.0,,812,,,,,
,Shaq Roland,WR443,CHI,813.0,,813,,,,,
,Anthony Tyus,RB257,CAR,813.0,,889,,738,812,,
,O.J. Howard,TE222,,813.0,,,,,813,,
,Treyton Welch,TE223,NO,813.3,,767,1004,465,1017,,
,Austin Walter,RB258,,814.0,,814,,,,,
,Jermar Jefferson,RB259,MIN,814.3,,1422,521,777,537,,
,McCallan Castles,TE224,,814.3,,927,,489,1027,,
,John Michael Gyllenborg,TE225,KC,814.3,,1019,,509,915,,
,Master Teague,RB260,,815.0,,815,,,,,
,Chris Oladokun,QB110,,815.7,,,537,990,920,,
,Sincere McCormick,RB261,SF,816.0,,,950,565,933,,
,Jason Huntley,RB262,,816.0,,,,,816,,
,Trey Sermon,RB263,ATL,816.3,,1355,518,800,592,,
,Jalon Daniels,QB111,TB,816.3,,1508,337,1000,420,,
,Royce Freeman,RB264,,817.0,,711,,,923,,
,Jordan Moore,WR444,CIN,817.3,,1175,,687,590,,
,Ben Braunecker,TE226,,818.0,,818,,,,,
,Chase Allen,TE227,,819.0,,819,,,,,
,Lawrence Cager,TE228,,819.0,,,777,516,1164,,
,Emmanuel Henderson Jr,WR445,SEA,819.3,,,1021,666,771,,
,Josh Babicz,TE229,,820.0,,820,,,,,
,Graham Mertz,QB112,HOU,820.3,,778,581,987,935,,
,Hayden Rucci,TE230,JAX,821.0,,1032,1010,487,755,,
,Jeshaun Jones,WR446,MIN,821.3,,950,602,620,1113,,
,Hunter Long,TE231,ARI,821.5,,1733,474,409,670,,
,John Baron,K56,,822.0,,822,,,,,
,Cam Grandy,TE232,MIN,822.0,,968,963,548,809,,
,Thaddeus Moss,TE233,,822.0,,1084,,,560,,
,Adam Prentice,RB265,DEN,822.0,,,441,950,1075,,
,Brady Russell,TE234,SEA,822.8,,1195,556,944,596,,
,Salvon Ahmed,RB266,CHI,824.8,,1251,769,751,957,,396
,Ramel Keyton,WR447,,825.0,,333,943,,1199,,
,Patrick Murtagh,TE235,,825.0,,825,,,,,
,Je'Quan Burton,WR448,,826.0,,704,,,948,,
,Robbie Ouzts,TE236,SEA,826.3,,1017,587,697,1004,,
,Haynes King,QB113,CAR,826.3,,,617,980,882,,
,Ryan Coe,K57,,827.0,,827,,,,,
,Trace McSorley,QB114,,827.0,,,,,827,,
,Raheem Mostert,RB267,,827.8,,,665,875,1410,,361
,Quintez Cephus,WR449,,828.0,,918,,,738,,
,Jamal Agnew,WR450,,828.0,,,619,,1037,,
,Trey Palmer,WR451,NO,828.0,,,875,720,889,,
,Equanimeous St. Brown,WR452,,828.5,,,668,,989,,
,Kevin Hogan,QB115,,829.0,,829,,,,,
,Daryl Virgies,RB268,,830.0,,830,,,,,
,Dwayne Washington,RB269,,830.0,,1133,,,527,,
,Deontay Burnett,WR453,,830.5,,1119,,,542,,
,Zamir White,RB270,NO,830.8,,1154,813,902,928,,357
,Chase Roberts,WR454,,831.0,,,,663,999,,
,Wayne Gallman,RB271,,831.5,,1102,,,561,,
,Ricky Collins,WR455,,833.0,,833,,,,,
,Cody Schrader,RB272,DEN,833.7,,,948,768,785,,
,Darius Hagans,RB273,,834.0,,834,,,,,
,Giovanni Ricci,TE237,,835.0,,886,800,,819,,
,Shedrick Jackson,WR456,,835.8,,932,899,676,836,,
,Christian Sims,TE238,,836.0,,836,,,,,
,Gavin Bartholomew,TE239,MIN,836.0,,1626,578,517,623,,
,Jashaun Corbin,RB274,,836.0,,,,779,893,,
,Dante Pettis,WR457,,836.5,,1202,682,812,650,,
,DeMeer Blankumsee,WR458,,837.0,,,,,837,,
,John Stephens,TE240,,837.3,,521,938,,1053,,
,Tre Watson,TE241,MIA,837.5,,1207,,468,,,
,Kris Leach,TE242,,838.0,,838,,,,,
,Ainias Smith,WR459,,838.0,,,923,561,1030,,
,Raheem Blackshear,RB275,,838.7,,,840,845,831,,
,Colson Yankoff,TE243,WAS,839.0,,,567,886,1064,,
,Chris Blair,WR460,ATL,839.8,,1178,558,664,959,,
,Zach Heins,TE244,,840.0,,840,,,,,
,Ke'Shawn Vaughn,RB276,,840.3,,971,747,,803,,
,Keandre Lambert-Smith (duplicate),WR461,LAC,841.0,,,,841,,,
,Hunter Luepke,RB277,DAL,841.3,,1605,412,893,455,,
,Jaden Shirden,RB278,,841.5,,328,,,1355,,
,Richie James,WR462,,841.5,,851,,,832,,
,Caden Prieskorn,TE245,,841.7,,1033,,482,1010,,
,Tejhaun Palmer,WR463,,842.3,,,928,585,1014,,
,Roc Taylor,WR464,,843.5,,,,615,1072,,
,Adam Shaheen,TE246,,844.0,,1149,,,539,,
,DJ Rogers,TE247,DAL,844.0,,,,459,1229,,
,Teddy Bridgewater,QB116,,844.7,,,724,989,821,,
,Tyrie Cleveland,WR465,,845.0,,,,,845,,
,Isaiah Washington,WR466,,846.0,,385,,,1307,,
,Beau Corrales,WR467,,846.0,,846,,,,,
,Patrick Carr,RB279,,847.0,,847,,,,,
,Avery Williams,RB280,,847.3,,1078,792,,672,,
,Alec Ingold,RB281,LAC,847.8,,1553,433,932,473,,
,Jadon Janke,WR468,,848.0,,874,,,822,,
,Sam Pitz,TE248,,848.5,,962,,,735,,
,Jeremy Sprinkle,TE249,,849.0,,849,,,,,
,Cam Sims,WR469,,850.0,,,,,850,,
,Jacob Kibodi,RB282,,851.0,,669,971,,913,,
,Kansei Matsuzawa,K58,LV,851.0,,,,851,,,
,Ty Montgomery,RB284,,851.5,,554,,,1149,,
,Mark Walton,RB285,,853.0,,853,,,,,
,David Martin-Robinson,TE250,TEN,854.7,,,568,836,1160,,
,Luke Willson,TE251,,855.0,,855,,,,,
,Chris Hilton Jr.,WR470,,855.0,,965,,637,963,,
,Penny Hart,WR471,,856.0,,917,,,795,,
,Frank Gore Jr.,RB286,BUF,856.0,,,966,746,,,
,Stetson Bennett,QB117,LAR,856.3,,,545,966,1058,,
,Alex Tanney,QB118,,857.0,,857,,,,,
,Damien Martinez,RB287,,857.0,,,984,736,851,,
,Quincy Skinner,WR472,,858.0,,1047,,669,,,
,Deonte Harty,WR473,,858.0,,,733,,983,,
,Andrew Beck,TE252,NYJ,858.3,,1035,471,889,1038,,
,Shaq Davis,WR474,,859.0,,859,,,,,
,C.J. Ham,RB288,,859.0,,,629,,1089,,
,Hendon Hooker,QB119,TEN,859.0,,,855,985,737,,
,Geor'Quarius Spivey,TE253,,860.0,,860,,,,,
,Isaiah Hodgins,WR475,,860.0,,,765,540,1275,,
,Nick Fitzgerald,QB120,,863.0,,863,,,,,
,Cephus Johnson,WR476,,864.5,,876,,,853,,
,Kyle Allen,QB121,BUF,864.8,,1598,481,967,413,,
,Kevin White,WR477,,865.0,,528,,,1202,,
,Shawn Bowman,TE254,ARI,865.0,,1226,,504,,,
,Darrel Williams,RB289,,866.0,,581,,,1151,,
,Jordan Waters,RB290,LAR,866.5,,,,763,970,,
,JaMycal Hasty,RB291,,867.5,,1091,767,814,798,,
,Robert Tonyan,TE255,PIT,867.5,,1986,503,469,512,,
,Greg Bell,RB292,,868.0,,,,,868,,
,Billy Brown,TE256,,869.0,,869,,,,,
,Jake Browning,QB123,,869.0,,,893,709,1005,,
,Deon Jackson,RB293,,869.0,,,,,869,,
,Sy Barnett,WR478,,870.0,,870,,,,,
,Ke'Shawn Williams,WR479,CIN,870.0,,1197,496,917,,,
,Tim Jones,WR480,JAX,870.0,,1270,834,793,583,,
,Jason Vander Laan,TE257,,871.0,,871,,,,,
,Joe Royer,TE258,CLE,871.5,,1904,605,524,453,,
,Grant Calcaterra,TE259,PHI,871.5,,1952,533,537,464,,
,Marchie Murdock,WR481,,872.0,,872,,,,,
,Pierre Strong,RB294,GB,872.8,,1888,819,809,443,,405
,Scottie Phillips,RB295,,873.0,,873,,,,,
,Zach Davidson,TE260,,873.0,,1186,793,,640,,
,Malik Heath,WR482,ATL,873.0,,1212,889,566,825,,
,Xavier Gipson,WR483,,873.3,,802,894,948,849,,
,Racey McMath,WR484,,873.5,,729,,,1018,,
,Tanner Brown,K59,,873.5,,,881,866,,,
,Terion Stewart,RB296,,875.0,,1215,,786,624,,
,Josh Cuevas,TE261,BAL,875.8,,2157,468,460,418,,
,Trey Burton,TE262,,877.0,,,,,877,,
,Jalin Hyatt,WR485,NYG,878.0,,,857,897,880,,
,Hunter Bryant,TE263,,879.0,,900,,,858,,
,Jermaine Burton,WR486,,879.0,,953,912,,772,,
,Ryan Jones,TE264,,880.0,,505,,,1255,,
,Chase Cota,WR487,,880.0,,984,,,776,,
,Jake Verity,K60,,881.0,,881,,,,,
,Reid Sinnett,QB124,,881.0,,,,,881,,
,John Wolford,QB125,,881.8,,1005,770,968,784,,
,John Robinson-Woodgett,RB297,,883.0,,883,,,,,
,Durham Smythe,TE265,BAL,883.0,,1808,415,842,467,,
,Lucas Havrisik,K61,,883.0,,,911,855,,,
,Elijah Collins,RB298,,883.5,,435,,,1332,,
,John Ross,WR488,,883.5,,,974,,793,,
,Irv Smith,TE266,,883.7,,1298,679,,674,,
,De'Mornay Pierson-El,WR489,,884.0,,884,,,,,
,Dalvin Cook,RB299,,884.0,,1167,685,,800,,
,Trinity Benson,WR490,,884.5,,594,,,1175,,
,David Durden,WR491,,885.0,,391,,,1379,,
,Temarrick Hemingway,TE267,WAS,885.0,,885,,,,,
,Johnny Wilson,WR492,PHI,885.0,,,565,731,1359,,
,Tahj Washington,WR493,,886.0,,,927,672,1059,,
,Jalen Walthall,WR494,,886.7,,735,,636,1289,,
,Skylar Thompson,QB126,BAL,886.7,,,536,998,1126,,
,Jesse Matthews,WR495,,887.0,,750,,,1024,,
,Mike Thomas,WR496,,887.0,,887,,,,,
,CJ Dippre,TE268,TB,887.3,,1052,1005,451,1041,,
,Cedrick Wilson,WR497,,887.3,,1079,636,879,955,,
,Malcolm Perry,WR498,,887.5,,459,,,1316,,
,Gee Scott,TE269,,887.5,,,,674,1101,,
,David Moore,WR499,CAR,888.0,,901,672,546,1433,,
,Tylan Wallace,WR500,CLE,888.3,,1672,523,876,482,,
,Josh Doctson,WR501,,888.5,,569,,,1208,,
,Nate Carter,RB300,KC,888.5,,,996,781,,,
,JP Richardson,WR502,CHI,889.3,,1551,,583,534,,
,Kyle Coleman,RB301,,890.0,,890,,,,,
,Courtney Jackson,WR503,,890.0,,1209,,571,,,
,Kobe Hudson,WR504,,890.0,,,,,890,,
,Andy Janovich,RB302,,891.0,,891,,,,,
,Elijah Cooks,WR505,,892.0,,1389,895,590,694,,
,CJ Donaldson,RB303,NO,894.0,,661,,791,1230,,
,Jaylon Moore,WR506,,894.0,,1077,,,711,,
,Jalon Calhoun,WR507,,894.5,,993,,,796,,
,Will Hastings,WR508,,895.0,,895,,,,,
,Mike White,QB127,,895.7,,1493,645,,549,,
,Elijah McGuire,RB305,KC,896.0,,896,,,,,
,Holton Ahlers,QB128,,896.0,,1204,,,588,,
,Tucker Fisk,TE270,,896.0,,,898,849,941,,
,Matt Corral,QB129,,896.0,,,,,896,,
,Frank Gore,RB306,,897.5,,,,,1391,,404
,Elijah Holyfield,RB307,,898.0,,898,,,,,
,Trevor Siemian,QB130,,898.3,,1330,656,982,625,,
,Josh Whyle,TE271,GB,899.8,,2132,446,541,480,,
,Rodney Williams,TE272,,900.0,,,900,,,,
,Julian Hill,TE273,NE,900.3,,1651,551,708,691,,
,Hakeem Butler,TE274,,900.5,,,,681,1120,,
,Damien Harris,RB308,,901.0,,1423,,,379,,
,Jason Brownlee,WR509,,902.0,,,883,653,1170,,
,Brenden Bates,TE275,,902.0,,,947,724,1035,,
,Jordan Byrd,WR510,,903.0,,903,,,,,
,Xavier Guillory,WR511,BAL,903.7,,908,,586,1217,,
,Jamaal Pritchett,WR512,NYJ,903.7,,1222,,626,863,,
,Carl Tucker,TE276,,904.0,,904,,,,,
,Chase Edmonds,RB309,,904.5,,909,688,770,1251,,
,Kentrel Bullock,RB310,CIN,904.5,,1043,,766,,,
,Kaden Davis,WR513,CHI,904.7,,,957,683,1074,,
,Darius Bradwell,RB311,,906.0,,906,,,,,
,Jackson Meeks,WR514,DET,906.0,,1810,597,549,668,,
,Tanner Conner,TE277,,906.0,,,837,729,1152,,
,Gary Brightwell,RB312,,906.3,,856,788,754,1227,,
,Cody Thompson,WR515,,906.7,,821,808,,1091,,
,Chip Trayanum,RB313,,907.0,,,,760,1054,,
,Drew Plitt,QB131,,907.0,,,,,907,,
,Dylan Parham,TE278,,908.0,,,,,908,,
,Jabari Small,RB314,,908.7,,716,,739,1271,,
,Mike Boone,RB315,,910.0,,608,691,,1431,,
,Trevontae Hights,WR516,,910.0,,910,,,,,
,J. Michael Sturdivant,WR517,,910.0,,1918,618,658,446,,
,Jaheim Bell,TE279,,910.7,,,929,557,1246,,
,Spencer Brown,RB316,,911.0,,989,,,833,,
,Rodney Adams,WR518,,912.0,,458,,,1366,,
,James Gilbert,RB317,,912.0,,912,,,,,
,Cornelius Johnson,WR519,,913.0,,1179,922,656,895,,
,Dareke Young,WR520,LV,913.3,,1774,476,919,484,,
,Dean Connors,RB318,LAR,913.3,,1612,,742,386,,
,Daewood Davis,WR521,,914.0,,760,,,1068,,
,Austin Proehl,WR522,,914.0,,914,,,,,
,Cameron Latu,TE280,NE,914.8,,1728,546,878,507,,
,Mike Williams,WR523,,915.0,,866,702,,1177,,
,Harrison Bryant,TE281,,916.3,,1152,757,869,887,,
,Tyler Boyd,WR524,,917.7,,990,703,,1060,,
,Jared Wayne,WR525,HOU,918.3,,1886,570,603,614,,
,Robert Turbin,RB319,,919.0,,919,,,,,
,Makai Polk,WR526,,920.0,,848,,,992,,
,JJ Laap,WR527,,920.0,,920,,,,,
,Kwamie Lassiter,WR528,,920.5,,625,,,1216,,
,Ryan Tannehill,QB132,,920.5,,1083,,,758,,
,Camren McDonald,TE282,,921.0,,921,,,,,
,Thyrick Pitts,WR529,,921.0,,1144,,,698,,
,Keith Smith,RB320,,923.0,,710,,,1136,,
,James Butler,RB321,,923.0,,923,,,,,
,Zach Wilson,QB133,NO,923.3,,,520,1026,1224,,
,Miles Sanders,RB322,,923.5,,1180,674,396,1444,,
,Jase McClellan,RB323,,924.0,,436,915,,1421,,
,Alexander Hollins,WR530,,924.0,,924,,,,,
